User ID;Product ID;Product Name;Brand;Category;Price;Rating/5;Color;Size
19;1;Dress;Adidas;Men's Fashion;40;10.431;Black;XL
97;2;Shoes;H&M;Women's Fashion;82;40.264;Black;L
25;3;Dress;Adidas;Women's Fashion;44;33.379;Yellow;XL
57;4;Shoes;Zara;Men's Fashion;23;10.495;White;S
79;5;T-shirt;Adidas;Men's Fashion;79;43.027;Black;M
98;6;Dress;Adidas;Men's Fashion;47;13.795;Yellow;L
16;7;Jeans;Gucci;Men's Fashion;37;13.567;White;XL
63;8;Sweater;Zara;Kids' Fashion;64;43.603;Blue;XL
96;9;Sweater;H&M;Men's Fashion;53;44.661;Green;XL
36;10;T-shirt;Zara;Kids' Fashion;55;40.932;White;XL
69;11;T-shirt;Adidas;Men's Fashion;51;11.609;Red;S
87;12;Sweater;Gucci;Kids' Fashion;91;26.997;Yellow;M
9;13;Jeans;Nike;Kids' Fashion;35;16.011;Red;M
50;14;Dress;Zara;Women's Fashion;34;2.921;White;L
31;15;Shoes;Zara;Men's Fashion;54;36.704;Yellow;M
37;16;Dress;Adidas;Women's Fashion;27;14.227;Blue;S
41;17;Dress;Gucci;Women's Fashion;75;14.806;Blue;XL
15;18;Jeans;Gucci;Women's Fashion;73;44.982;Red;XL
84;19;Shoes;Gucci;Women's Fashion;54;32.783;White;M
56;20;Dress;Gucci;Men's Fashion;53;37.852;Green;L
87;21;Jeans;H&M;Men's Fashion;56;26.095;Yellow;S
56;22;Jeans;Gucci;Women's Fashion;89;45.686;Green;L
60;23;Jeans;Zara;Kids' Fashion;91;40.727;Yellow;M
64;24;Jeans;Zara;Women's Fashion;15;24.997;Yellow;XL
65;25;Sweater;H&M;Kids' Fashion;38;10.204;Green;S
26;26;Dress;Gucci;Women's Fashion;21;47.481;Green;S
82;27;T-shirt;Adidas;Kids' Fashion;72;33.017;Red;L
87;28;Shoes;Zara;Women's Fashion;32;28.228;Yellow;L
98;29;Shoes;Gucci;Women's Fashion;85;49.409;Yellow;M
20;30;Sweater;Nike;Kids' Fashion;99;31.101;Green;XL
36;31;Jeans;H&M;Kids' Fashion;37;27.551;Blue;S
98;32;T-shirt;Nike;Kids' Fashion;78;34.472;White;XL
69;33;Jeans;H&M;Kids' Fashion;89;47.994;Green;XL
31;34;Jeans;H&M;Men's Fashion;80;39.232;Black;S
48;35;Jeans;Zara;Women's Fashion;37;41.739;Blue;L
18;36;Dress;H&M;Kids' Fashion;74;1.015;Green;S
27;37;Sweater;Zara;Kids' Fashion;48;49.476;Blue;S
60;38;T-shirt;Nike;Kids' Fashion;76;2.663;Yellow;S
46;39;Jeans;Adidas;Men's Fashion;90;17.887;Yellow;M
84;40;Dress;Zara;Women's Fashion;26;24.356;Black;XL
43;41;Jeans;Gucci;Women's Fashion;40;29.221;Blue;L
43;42;Shoes;Zara;Kids' Fashion;43;16.719;Red;S
91;43;T-shirt;Adidas;Men's Fashion;39;36.018;White;M
78;44;Jeans;Nike;Kids' Fashion;74;20.391;White;M
60;45;Jeans;Gucci;Women's Fashion;85;48.867;Red;L
44;46;Dress;Zara;Men's Fashion;38;28.278;Yellow;XL
93;47;Jeans;Zara;Men's Fashion;62;12.807;Green;S
74;48;T-shirt;Gucci;Kids' Fashion;10;18.369;Green;M
19;49;Sweater;Gucci;Kids' Fashion;52;30.122;Green;XL
98;50;T-shirt;H&M;Women's Fashion;38;30.832;Blue;L
51;51;Jeans;Adidas;Women's Fashion;67;38.429;Yellow;XL
80;52;Dress;Nike;Kids' Fashion;59;39.642;Red;S
39;53;T-shirt;Nike;Men's Fashion;16;12.923;Red;M
33;54;Shoes;H&M;Men's Fashion;33;24.505;Blue;S
78;55;Sweater;Adidas;Kids' Fashion;76;28.206;Red;S
24;56;Dress;Nike;Women's Fashion;53;22.513;White;XL
99;57;Sweater;Adidas;Women's Fashion;52;36.131;Red;M
83;58;Shoes;Adidas;Women's Fashion;61;16.845;White;L
38;59;Dress;Nike;Kids' Fashion;93;31.584;Blue;M
51;60;Shoes;H&M;Kids' Fashion;24;15.907;Yellow;XL
63;61;Shoes;Adidas;Women's Fashion;25;10.424;Yellow;M
54;62;T-shirt;Nike;Men's Fashion;66;20.631;Blue;L
53;63;Jeans;Zara;Kids' Fashion;55;40.262;White;L
50;64;Shoes;Gucci;Kids' Fashion;72;17.792;Red;M
6;65;Shoes;H&M;Kids' Fashion;33;3.045;Yellow;XL
87;66;Sweater;H&M;Kids' Fashion;59;45.509;Red;XL
84;67;Jeans;Gucci;Women's Fashion;41;42.516;Green;M
43;68;T-shirt;Gucci;Women's Fashion;76;43.049;Red;S
3;69;Sweater;Gucci;Women's Fashion;74;36.666;Yellow;M
6;70;Dress;Gucci;Women's Fashion;36;25.386;Yellow;M
15;71;Sweater;Adidas;Women's Fashion;35;4.865;White;M
94;72;T-shirt;H&M;Women's Fashion;51;27.936;Yellow;M
98;73;T-shirt;Gucci;Men's Fashion;34;29.239;Red;M
6;74;Dress;Zara;Women's Fashion;68;28.808;White;XL
42;75;Dress;H&M;Women's Fashion;86;28.894;Blue;S
54;76;Jeans;Adidas;Women's Fashion;39;29.741;Black;XL
37;77;Sweater;H&M;Kids' Fashion;90;22.282;Blue;L
9;78;T-shirt;Nike;Men's Fashion;76;12.972;White;XL
26;79;T-shirt;Nike;Men's Fashion;11;13.334;Red;L
71;80;Jeans;Nike;Kids' Fashion;21;2.938;Red;XL
72;81;T-shirt;Nike;Women's Fashion;66;24.034;Green;S
100;82;Dress;H&M;Kids' Fashion;31;46.127;Blue;S
69;83;Shoes;Nike;Women's Fashion;49;14.217;Blue;L
19;84;Sweater;Adidas;Women's Fashion;42;25.601;Red;L
84;85;Shoes;Nike;Women's Fashion;89;11.076;Yellow;XL
4;86;Sweater;Zara;Men's Fashion;50;32.762;Yellow;M
21;87;Shoes;Nike;Men's Fashion;41;41.269;Red;S
85;88;Dress;Nike;Kids' Fashion;61;25.578;White;L
10;89;Dress;Gucci;Men's Fashion;66;38.964;White;L
2;90;Jeans;H&M;Men's Fashion;37;39.615;Red;XL
90;91;Jeans;H&M;Kids' Fashion;85;30.525;Green;XL
6;92;Jeans;Adidas;Men's Fashion;100;1.845;White;M
33;93;Shoes;Nike;Men's Fashion;70;49.281;White;S
12;94;Shoes;Zara;Women's Fashion;21;39.418;Yellow;XL
62;95;Shoes;Gucci;Women's Fashion;58;19.715;Blue;S
22;96;Dress;Gucci;Women's Fashion;30;46.552;Red;L
18;97;Jeans;Gucci;Men's Fashion;52;37.618;Green;L
44;98;Sweater;Gucci;Kids' Fashion;61;4.277;Black;XL
25;99;Shoes;Nike;Kids' Fashion;93;4.28;Yellow;L
79;100;Shoes;Adidas;Kids' Fashion;84;18.372;Red;L
52;101;Jeans;Zara;Women's Fashion;95;15.017;Green;XL
71;102;Sweater;Gucci;Kids' Fashion;19;42.118;Red;S
57;103;Jeans;Zara;Women's Fashion;84;36.491;White;XL
